discipline_root,discipline_scope,approval_year,project_type,completed_layer_sample_count,rule_coverage_status,rule_confidence,anchor_collection_priority,required_next_evidence,warning
B,B07,1988,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B07,1988,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B07,1988,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B07,1988,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,1988,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,1988,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,1988,key,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,1988,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,1988,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,1988,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,1988,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,1988,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
